1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	0	-1	-1	35	-1	5	5	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1
-1	-1	-1	0	-1	-1	36	-1	6	6	-1	-1	-1	-1	-1	-1	1	2	2	2	-1	-1
-1	-1	-1	0	-1	-1	37	-1	3	3	-1	5	1	-1	-1	4	-1	-1	-1	-1	-1	-1
-1	-1	-1	0	-1	-1	38	-1	4	4	-1	6	2	-1	-1	-1	3	4	4	4	-1	-1
-1	-1	-1	0	-1	-1	39	-1	5	5	3	-1	1	-1	-1	6	-1	-1	-1	-1	-1	-1
-1	-1	-1	0	-1	-1	40	-1	6	6	4	-1	2	-1	-1	-1	5	6	6	6	-1	-1
-1	-1	-1	-1	-1	0	59	-1	11	11	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	0	60	-1	12	12	-1	-1	-1	-1	-1	-1	7	8	8	8	-1	-1
-1	-1	-1	-1	-1	0	61	-1	9	9	-1	11	7	-1	-1	10	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	0	62	-1	10	10	-1	12	8	-1	-1	-1	9	10	10	10	-1	-1
-1	-1	-1	-1	-1	0	63	-1	11	11	9	-1	7	-1	-1	12	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	0	64	-1	12	12	10	-1	8	-1	-1	-1	11	12	12	12	-1	-1
-1	-1	17	-1	41	-1	-1	0	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	14
-1	-1	23	-1	47	-1	-1	0	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	13	-1
-1	-1	29	-1	53	-1	-1	0	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	16
-1	-1	35	-1	59	-1	-1	0	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	15	-1
-1	-1	-1	0	-1	-1	-1	1	21	21	-1	-1	-1	-1	29	18	-1	-1	-1	-1	-1	23
-1	-1	-1	0	-1	-1	-1	2	22	22	-1	-1	-1	-1	30	-1	17	18	18	18	-1	24
-1	-1	-1	0	-1	-1	-1	3	19	19	-1	21	17	-1	31	20	-1	-1	-1	-1	-1	25
-1	-1	-1	0	-1	-1	-1	4	20	20	-1	22	18	-1	32	-1	19	20	20	20	-1	26
-1	-1	-1	0	-1	-1	-1	5	21	21	19	-1	17	-1	33	22	-1	-1	-1	-1	-1	27
-1	-1	-1	0	-1	-1	-1	6	22	22	20	-1	18	-1	34	-1	21	22	22	22	-1	28
-1	-1	-1	0	-1	-1	-1	1	27	27	-1	-1	-1	-1	35	24	-1	-1	-1	-1	17	-1
-1	-1	-1	0	-1	-1	-1	2	28	28	-1	-1	-1	-1	36	-1	23	24	24	24	18	-1
-1	-1	-1	0	-1	-1	-1	3	25	25	-1	27	23	-1	37	26	-1	-1	-1	-1	19	-1
-1	-1	-1	0	-1	-1	-1	4	26	26	-1	28	24	-1	38	-1	25	26	26	26	20	-1
-1	-1	-1	0	-1	-1	-1	5	27	27	25	-1	23	-1	39	28	-1	-1	-1	-1	21	-1
-1	-1	-1	0	-1	-1	-1	6	28	28	26	-1	24	-1	40	-1	27	28	28	28	22	-1
-1	-1	-1	0	-1	-1	-1	1	33	33	-1	-1	-1	17	-1	30	-1	-1	-1	-1	-1	35
-1	-1	-1	0	-1	-1	-1	2	34	34	-1	-1	-1	18	-1	-1	29	30	30	30	-1	36
-1	-1	-1	0	-1	-1	-1	3	31	31	-1	33	29	19	-1	32	-1	-1	-1	-1	-1	37
-1	-1	-1	0	-1	-1	-1	4	32	32	-1	34	30	20	-1	-1	31	32	32	32	-1	38
-1	-1	-1	0	-1	-1	-1	5	33	33	31	-1	29	21	-1	34	-1	-1	-1	-1	-1	39
-1	-1	-1	0	-1	-1	-1	6	34	34	32	-1	30	22	-1	-1	33	34	34	34	-1	40
-1	-1	-1	0	-1	-1	-1	1	39	39	-1	-1	-1	23	-1	36	-1	-1	-1	-1	29	-1
-1	-1	-1	0	-1	-1	-1	2	40	40	-1	-1	-1	24	-1	-1	35	36	36	36	30	-1
-1	-1	-1	0	-1	-1	-1	3	37	37	-1	39	35	25	-1	38	-1	-1	-1	-1	31	-1
-1	-1	-1	0	-1	-1	-1	4	38	38	-1	4	36	26	-1	-1	37	38	38	38	32	-1
-1	-1	-1	-1	-1	-1	-1	5	39	39	37	-1	35	27	-1	40	-1	-1	-1	-1	33	-1
-1	-1	-1	-1	-1	-1	-1	6	40	40	38	-1	36	28	-1	-1	39	40	40	40	34	-1
-1	-1	-1	-1	-1	13	-1	0	45	45	-1	-1	-1	-1	53	42	-1	-1	-1	-1	-1	47
-1	-1	-1	-1	-1	13	-1	0	46	46	-1	-1	-1	-1	54	-1	41	42	42	42	-1	48
-1	-1	-1	-1	-1	13	-1	0	43	43	-1	45	41	-1	55	44	-1	-1	-1	-1	-1	49
-1	-1	-1	-1	-1	13	-1	0	44	44	-1	46	42	-1	56	-1	43	44	44	44	-1	50
-1	-1	-1	-1	-1	13	-1	0	45	45	43	-1	41	-1	57	46	-1	-1	-1	-1	-1	51
-1	-1	-1	-1	-1	13	-1	0	46	46	44	-1	42	-1	58	-1	45	46	46	46	-1	52
-1	-1	-1	-1	-1	14	-1	0	51	51	-1	-1	-1	-1	59	48	-1	-1	-1	-1	41	-1
-1	-1	-1	-1	-1	14	-1	0	52	52	-1	-1	-1	-1	60	-1	47	48	48	48	42	-1
-1	-1	-1	-1	-1	14	-1	0	49	49	-1	51	47	-1	61	50	-1	-1	-1	-1	43	-1
-1	-1	-1	-1	-1	14	-1	0	50	50	-1	52	48	-1	62	-1	49	50	50	50	44	-1
-1	-1	-1	-1	-1	14	-1	0	51	51	49	-1	47	-1	63	52	-1	-1	-1	-1	45	-1
-1	-1	-1	-1	-1	14	-1	0	52	52	50	-1	48	-1	64	-1	51	52	52	52	46	-1
-1	-1	-1	-1	-1	15	-1	0	57	57	-1	-1	-1	41	-1	54	-1	-1	-1	-1	-1	59
-1	-1	-1	-1	-1	15	-1	0	58	58	-1	-1	-1	42	-1	-1	53	54	54	54	-1	60
-1	-1	-1	-1	-1	15	-1	0	55	55	-1	57	53	43	-1	56	-1	-1	-1	-1	-1	61
-1	-1	-1	-1	-1	15	-1	0	56	56	-1	58	54	44	-1	-1	55	56	56	56	-1	62
-1	-1	-1	-1	-1	15	-1	0	57	57	55	-1	53	45	-1	58	-1	-1	-1	-1	-1	63
-1	-1	-1	-1	-1	15	-1	0	58	58	56	-1	54	46	-1	-1	57	58	58	58	-1	64
-1	-1	-1	-1	-1	16	-1	0	63	63	-1	-1	-1	47	-1	60	-1	-1	-1	-1	53	-1
-1	-1	-1	-1	-1	16	-1	0	64	64	-1	-1	-1	48	-1	-1	59	60	60	60	54	-1
-1	-1	-1	-1	-1	16	-1	0	61	61	-1	63	59	49	-1	62	-1	-1	-1	-1	55	-1
-1	-1	-1	-1	-1	16	-1	0	62	62	-1	64	60	50	-1	-1	61	62	62	62	56	-1
-1	-1	-1	-1	-1	16	-1	0	63	63	61	-1	59	51	-1	64	-1	-1	-1	-1	57	-1
-1	-1	-1	-1	-1	16	-1	0	64	64	62	-1	60	52	-1	-1	63	64	64	64	58	-1
